"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2016;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;3,55465158701204
2016;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;4,12078452737674
2016;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;3,50088669950739
2016;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;3,90179040343757
2016;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;3,64410211267606
2016;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;3,74745413702733
2016;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.1. Russafa";2;1;21;3,54971147681128
2016;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;3,27738459298092
2016;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.3. Gran Via";2;3;23;2,86747247075017
2016;"Distribució de la renda P80/P20.";"3. Extramurs";"3.1. el Botànic";3;1;31;3,65788868822853
2016;"Distribució de la renda P80/P20.";"3. Extramurs";"3.2. la Roqueta";3;2;32;4,05074005550416
2016;"Distribució de la renda P80/P20.";"3. Extramurs";"3.3. la Petxina";3;3;33;3,28723938879457
2016;"Distribució de la renda P80/P20.";"3. Extramurs";"3.4. Arrancapins";3;4;34;3,30040663263001
2016;"Distribució de la renda P80/P20.";"4. Campanar";"4.1. Campanar";4;1;41;2,89928766159529
2016;"Distribució de la renda P80/P20.";"4. Campanar";"4.2. les Tendetes";4;2;42;3,82865474339036
2016;"Distribució de la renda P80/P20.";"4. Campanar";"4.3. el Calvari";4;3;43;4,05736853494915
2016;"Distribució de la renda P80/P20.";"4. Campanar";"4.4. Sant Pau";4;4;44;2,85424132314246
2016;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;3,15918913750239
2016;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.2. Morvedre";5;2;52;3,48050900062073
2016;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.3. Trinitat";5;3;53;3,17928626842514
2016;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.4. Tormos";5;4;54;3,26499939882169
2016;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;3,11767932489451
2016;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.1. Exposició";6;1;61;3,06816508131329
2016;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;3,3717047205491
2016;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;3,07033992094862
2016;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,84424265842349
2016;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;3,11674487720945
2016;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.2. Soternes";7;2;72;2,76901237071588
2016;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;3,15393981969324
2016;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;3,86546546546547
2016;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.5. la Llum";7;5;75;2,6995756718529
2016;"Distribució de la renda P80/P20.";"8. Patraix";"8.1. Patraix";8;1;81;3,07785303776683
2016;"Distribució de la renda P80/P20.";"8. Patraix";"8.2. Sant Isidre";8;2;82;2,49380359330339
2016;"Distribució de la renda P80/P20.";"8. Patraix";"8.3. Vara de Quart";8;3;83;2,72392667631452
2016;"Distribució de la renda P80/P20.";"8. Patraix";"8.4. Safranar";8;4;84;2,57875950203812
2016;"Distribució de la renda P80/P20.";"8. Patraix";"8.5. Favara";8;5;85;3,14217648717226
2016;"Distribució de la renda P80/P20.";"9. Jesús";"9.1. la Raiosa";9;1;91;3,43580786026201
2016;"Distribució de la renda P80/P20.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;2,87953258212604
2016;"Distribució de la renda P80/P20.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;2,91207953603977
2016;"Distribució de la renda P80/P20.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;2,85593721333197
2016;"Distribució de la renda P80/P20.";"9. Jesús";"9.5. Camí Real";9;5;95;2,75567904581187
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;3,41542943349113
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;3,4137957577831
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;2,68531908060742
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;2,94656272147413
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;3,5655337296459
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;3,40749482401656
2016;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;2,94661687826736
2016;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;3,25440839069158
2016;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;3,78859888667157
2016;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;3,17842613680986
2016;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;2,98824350031706
2016;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;3,79124176205342
2016;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.1. Aiora";12;1;121;3,03363976570127
2016;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.2. Albors";12;2;122;3,17524694261524
2016;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;3,04619198457513
2016;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;3,18712037242297
2016;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;3,09097807054115
2016;"Distribució de la renda P80/P20.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;2,66445887948034
2016;"Distribució de la renda P80/P20.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;3,02265037593985
2016;"Distribució de la renda P80/P20.";"13. Algirós";"13.3. l'Amistat";13;3;133;3,53656069364162
2016;"Distribució de la renda P80/P20.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;2,94832467299767
2016;"Distribució de la renda P80/P20.";"13. Algirós";"13.5. la Carrasca";13;5;135;3,17766116941529
2016;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;3,04963418329798
2016;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;2,74897349757372
2016;"Distribució de la renda P80/P20.";"15. Rascanya";"15.1. Orriols";15;1;151;3,21960023287405
2016;"Distribució de la renda P80/P20.";"15. Rascanya";"15.2. Torrefiel";15;2;152;3,11283092541976
2016;"Distribució de la renda P80/P20.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;2,60326576576577
2016;"Distribució de la renda P80/P20.";"16. Benicalap";"16.1. Benicalap";16;1;161;2,79570419672798
2016;"Distribució de la renda P80/P20.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;2,99948754196855
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;2,4
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;3,4
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;3
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;2,4
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;2,4
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;2,9
2016;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;2,5
2016;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;3,03990158477459
2016;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;3,5
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;2,5
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;2,53107227488152
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;2,6776299879081
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;3,3
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;2,1
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;3,4
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;3,29568357998591
2016;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;3,5
