"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.1. la Seu";1;1;11;3,48
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;2,14
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.3. el Carme";1;3;13;2,76
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;3,22
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;2,51
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;1,98
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.1. Russafa";2;1;21;3,27
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;1,58
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.3. Gran Via";2;3;23;2,19
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.1. el Botànic";3;1;31;2,97
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.2. la Roqueta";3;2;32;3,35
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.3. la Petxina";3;3;33;3,05
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.4. Arrancapins";3;4;34;3,22
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.1. Campanar";4;1;41;3,86
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.2. les Tendetes";4;2;42;4,5
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.3. el Calvari";4;3;43;6,29
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.4. Sant Pau";4;4;44;2,63
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.1. Marxalenes";5;1;51;4,69
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.2. Morvedre";5;2;52;3,7
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.3. Trinitat";5;3;53;3,67
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.4. Tormos";5;4;54;4,59
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;4,17
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.1. Exposició";6;1;61;1,84
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.2. Mestalla";6;2;62;2,93
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;2,41
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,65
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;4,52
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.2. Soternes";7;2;72;3,93
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;7
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;8,55
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.5. la Llum";7;5;75;5,38
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.1. Patraix";8;1;81;3,83
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.2. Sant Isidre";8;2;82;4,62
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.3. Vara de Quart";8;3;83;4,53
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.4. Safranar";8;4;84;3,4
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.5. Favara";8;5;85;4
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.1. la Raiosa";9;1;91;3,9
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;5,15
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.3. la Creu Coberta";9;3;93;5,12
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;5,17
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.5. Camí Real";9;5;95;4,39
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;4,35
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.2. en Corts";10;2;102;4,31
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.3. Malilla";10;3;103;3,82
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;4,84
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;7,39
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.6. la Punta";10;6;106;3,9
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;2,48
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.1. el Grau";11;1;111;4,2
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;4,79
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;5,46
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.4. Beteró";11;4;114;4,1
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;6,06
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.1. Aiora";12;1;121;4,48
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.2. Albors";12;2;122;4,28
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;4,51
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;4,45
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;1,7
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;4,77
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;3,62
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.3. l'Amistat";13;3;133;3,66
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.4. la Bega Baixa";13;4;134;2,93
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.5. la Carrasca";13;5;135;3,3
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"14. Benimaclet";"14.1. Benimaclet";14;1;141;3,32
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;3,54
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"15. Rascanya";"15.1. Orriols";15;1;151;5,52
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"15. Rascanya";"15.2. Torrefiel";15;2;152;5,31
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;2,39
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"16. Benicalap";"16.1. Benicalap";16;1;161;4,12
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;5,83
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;4,89
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;3,66
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;4,56
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;4,89
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.5. Mauella";17;5;175;4,89
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;1,42
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;4,08
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;4,46
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;4
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;4,26
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;3,71
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;4,3
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.4. el Saler";19;4;194;3,24
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;2,69
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;3,26
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.7. la Torre";19;7;197;5,45
2017;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;5,21
