"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.1. la Seu";1;1;11;28,59
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;35,92
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.3. el Carme";1;3;13;15,81
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;17,27
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;26,14
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;35,09
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"2. l'Eixample";"2.1. Russafa";2;1;21;17
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;35,97
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"2. l'Eixample";"2.3. Gran Via";2;3;23;30,01
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.1. el Botànic";3;1;31;17,57
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.2. la Roqueta";3;2;32;27,44
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.3. la Petxina";3;3;33;14,63
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.4. Arrancapins";3;4;34;18,84
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.1. Campanar";4;1;41;12,11
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.2. les Tendetes";4;2;42;10,73
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.3. el Calvari";4;3;43;5,47
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.4. Sant Pau";4;4;44;14,42
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"5. la Saïdia";"5.1. Marxalenes";5;1;51;9,15
2016;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"5. la Saïdia";"5.2. Morvedre";5;2;52;11,19
