"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;0,79
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;0,58
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;1,57
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;1,74
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;1,2
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;0,44
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"2. l'Eixample";"2.1. Russafa";2;1;21;1,32
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;0,31
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"2. l'Eixample";"2.3. Gran Via";2;3;23;0,63
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"3. Extramurs";"3.1. el Botànic";3;1;31;1,2
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"3. Extramurs";"3.2. la Roqueta";3;2;32;1,14
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"3. Extramurs";"3.3. la Petxina";3;3;33;1,22
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"3. Extramurs";"3.4. Arrancapins";3;4;34;1
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"4. Campanar";"4.1. Campanar";4;1;41;1,21
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"4. Campanar";"4.2. les Tendetes";4;2;42;1,81
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"4. Campanar";"4.3. el Calvari";4;3;43;2,89
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"4. Campanar";"4.4. Sant Pau";4;4;44;0,93
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;1,98
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"5. la Saïdia";"5.2. Morvedre";5;2;52;1,9
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"5. la Saïdia";"5.3. Trinitat";5;3;53;1,35
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"5. la Saïdia";"5.4. Tormos";5;4;54;2,51
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;1,46
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"6. el Pla del Real";"6.1. Exposició";6;1;61;0,47
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;0,96
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;0,47
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;0,67
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;2,05
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"7. l'Olivereta";"7.2. Soternes";7;2;72;2,23
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;3,2
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;4,23
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"7. l'Olivereta";"7.5. la Llum";7;5;75;1,67
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"8. Patraix";"8.1. Patraix";8;1;81;1,6
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"8. Patraix";"8.2. Sant Isidre";8;2;82;2,26
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"8. Patraix";"8.3. Vara de Quart";8;3;83;1,65
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"8. Patraix";"8.4. Safranar";8;4;84;1,75
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"8. Patraix";"8.5. Favara";8;5;85;2,07
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"9. Jesús";"9.1. la Raiosa";9;1;91;1,81
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;2,28
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;2,24
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;2,44
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"9. Jesús";"9.5. Camí Real";9;5;95;2,43
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;2,19
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;2,61
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;2,12
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;3,17
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;3,87
2017;"Percentatge d'ingressos procedents de prestacions per desocupació.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;2,16
