"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2016;"Mitjana de la renda per unitat de consum.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;25563,0083910981
2016;"Mitjana de la renda per unitat de consum.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;33049,9792971942
2016;"Mitjana de la renda per unitat de consum.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;18712,3811165846
2016;"Mitjana de la renda per unitat de consum.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;19669,6927667701
2016;"Mitjana de la renda per unitat de consum.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;21398,5410798122
2016;"Mitjana de la renda per unitat de consum.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;34211,3502433546
2016;"Mitjana de la renda per unitat de consum.";"2. l'Eixample";"2.1. Russafa";2;1;21;20439,7488779654
2016;"Mitjana de la renda per unitat de consum.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;42269,1377603029
2016;"Mitjana de la renda per unitat de consum.";"2. l'Eixample";"2.3. Gran Via";2;3;23;29678,591276669
2016;"Mitjana de la renda per unitat de consum.";"3. Extramurs";"3.1. el Botànic";3;1;31;21131,412904285
2016;"Mitjana de la renda per unitat de consum.";"3. Extramurs";"3.2. la Roqueta";3;2;32;21438,2648011101
2016;"Mitjana de la renda per unitat de consum.";"3. Extramurs";"3.3. la Petxina";3;3;33;20986,1537521222
2016;"Mitjana de la renda per unitat de consum.";"3. Extramurs";"3.4. Arrancapins";3;4;34;22784,5691501378
2016;"Mitjana de la renda per unitat de consum.";"4. Campanar";"4.1. Campanar";4;1;41;20562,3625890423
2016;"Mitjana de la renda per unitat de consum.";"4. Campanar";"4.2. les Tendetes";4;2;42;16952,3497278383
2016;"Mitjana de la renda per unitat de consum.";"4. Campanar";"4.3. el Calvari";4;3;43;12583,6559186323
2016;"Mitjana de la renda per unitat de consum.";"4. Campanar";"4.4. Sant Pau";4;4;44;24451,8339180554
2016;"Mitjana de la renda per unitat de consum.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;15339,310766877
