"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2018;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;15,68
2018;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;14,08
2018;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;18,27
2018;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;17,47
2018;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;15,94
2018;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;16,21
2018;"Percentatge d'ingressos procedents de pensions.";"2. l'Eixample";"2.1. Russafa";2;1;21;20,52
2018;"Percentatge d'ingressos procedents de pensions.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;12,53
2018;"Percentatge d'ingressos procedents de pensions.";"2. l'Eixample";"2.3. Gran Via";2;3;23;18,34
2018;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.1. el Botànic";3;1;31;21,45
2018;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.2. la Roqueta";3;2;32;19,69
2018;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.3. la Petxina";3;3;33;22,62
2018;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.4. Arrancapins";3;4;34;23,6
2018;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.1. Campanar";4;1;41;29,09
2018;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.2. les Tendetes";4;2;42;30,46
2018;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.3. el Calvari";4;3;43;30,95
2018;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.4. Sant Pau";4;4;44;13,45
2018;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;30,51
2018;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.2. Morvedre";5;2;52;24,08
2018;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.3. Trinitat";5;3;53;28,46
2018;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.4. Tormos";5;4;54;21,6
