"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2019;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;15,89
2019;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;14,25
2019;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;18,27
2019;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;17,54
2019;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;15,62
2019;"Percentatge d'ingressos procedents de pensions.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;15,97
2019;"Percentatge d'ingressos procedents de pensions.";"2. l'Eixample";"2.1. Russafa";2;1;21;20,11
2019;"Percentatge d'ingressos procedents de pensions.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;12,37
2019;"Percentatge d'ingressos procedents de pensions.";"2. l'Eixample";"2.3. Gran Via";2;3;23;17,94
2019;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.1. el Botànic";3;1;31;21,14
2019;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.2. la Roqueta";3;2;32;19,71
2019;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.3. la Petxina";3;3;33;22,75
2019;"Percentatge d'ingressos procedents de pensions.";"3. Extramurs";"3.4. Arrancapins";3;4;34;23,09
2019;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.1. Campanar";4;1;41;29,49
2019;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.2. les Tendetes";4;2;42;30,26
2019;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.3. el Calvari";4;3;43;30,2
2019;"Percentatge d'ingressos procedents de pensions.";"4. Campanar";"4.4. Sant Pau";4;4;44;13,27
2019;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;30,09
2019;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.2. Morvedre";5;2;52;23,82
2019;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.3. Trinitat";5;3;53;27,13
2019;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.4. Tormos";5;4;54;20,9
2019;"Percentatge d'ingressos procedents de pensions.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;24,84
2019;"Percentatge d'ingressos procedents de pensions.";"6. el Pla del Real";"6.1. Exposició";6;1;61;18,03
2019;"Percentatge d'ingressos procedents de pensions.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;19,41
2019;"Percentatge d'ingressos procedents de pensions.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;18,42
2019;"Percentatge d'ingressos procedents de pensions.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;24,76
2019;"Percentatge d'ingressos procedents de pensions.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;25,85
2019;"Percentatge d'ingressos procedents de pensions.";"7. l'Olivereta";"7.2. Soternes";7;2;72;25,37
2019;"Percentatge d'ingressos procedents de pensions.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;28,91
2019;"Percentatge d'ingressos procedents de pensions.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;29,25
2019;"Percentatge d'ingressos procedents de pensions.";"7. l'Olivereta";"7.5. la Llum";7;5;75;24,34
2019;"Percentatge d'ingressos procedents de pensions.";"8. Patraix";"8.1. Patraix";8;1;81;25,02
2019;"Percentatge d'ingressos procedents de pensions.";"8. Patraix";"8.2. Sant Isidre";8;2;82;19,13
2019;"Percentatge d'ingressos procedents de pensions.";"8. Patraix";"8.3. Vara de Quart";8;3;83;29,25
2019;"Percentatge d'ingressos procedents de pensions.";"8. Patraix";"8.4. Safranar";8;4;84;19,49
2019;"Percentatge d'ingressos procedents de pensions.";"8. Patraix";"8.5. Favara";8;5;85;19,89
2019;"Percentatge d'ingressos procedents de pensions.";"9. Jesús";"9.1. la Raiosa";9;1;91;24,05
2019;"Percentatge d'ingressos procedents de pensions.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;24,68
2019;"Percentatge d'ingressos procedents de pensions.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;24,43
2019;"Percentatge d'ingressos procedents de pensions.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;27,31
2019;"Percentatge d'ingressos procedents de pensions.";"9. Jesús";"9.5. Camí Real";9;5;95;14,94
2019;"Percentatge d'ingressos procedents de pensions.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;26,32
2019;"Percentatge d'ingressos procedents de pensions.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;23,17
2019;"Percentatge d'ingressos procedents de pensions.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;24,4
