"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.1. la Seu";1;1;11;3,64
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;2,09
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.3. el Carme";1;3;13;3,11
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;3,47
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;2,7
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;2,09
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.1. Russafa";2;1;21;3,6
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;1,83
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.3. Gran Via";2;3;23;2,38
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.1. el Botànic";3;1;31;3,38
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.2. la Roqueta";3;2;32;3,47
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.3. la Petxina";3;3;33;3,57
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.4. Arrancapins";3;4;34;3,55
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.1. Campanar";4;1;41;4,29
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.2. les Tendetes";4;2;42;5,03
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.3. el Calvari";4;3;43;6,99
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.4. Sant Pau";4;4;44;3,09
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.1. Marxalenes";5;1;51;5,29
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.2. Morvedre";5;2;52;4,15
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.3. Trinitat";5;3;53;4,23
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.4. Tormos";5;4;54;5,61
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;4,52
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.1. Exposició";6;1;61;2,12
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.2. Mestalla";6;2;62;3,29
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;2,51
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,82
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;5,16
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.2. Soternes";7;2;72;4,46
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;7,92
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;10,35
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.5. la Llum";7;5;75;5,5
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.1. Patraix";8;1;81;4,46
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.2. Sant Isidre";8;2;82;5,19
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.3. Vara de Quart";8;3;83;4,97
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.4. Safranar";8;4;84;4,04
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.5. Favara";8;5;85;4,38
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.1. la Raiosa";9;1;91;4,4
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;5,85
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.3. la Creu Coberta";9;3;93;5,31
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;6,03
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.5. Camí Real";9;5;95;4,95
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;4,88
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.2. en Corts";10;2;102;4,44
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.3. Malilla";10;3;103;4,31
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;5,65
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;8,6
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.6. la Punta";10;6;106;4,85
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;2,96
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.1. el Grau";11;1;111;4,8
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;5,39
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;5,87
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.4. Beteró";11;4;114;4,42
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;7,01
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.1. Aiora";12;1;121;4,62
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.2. Albors";12;2;122;4,54
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;4,76
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;4,38
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;2,11
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;5,11
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;3,97
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.3. l'Amistat";13;3;133;4,29
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.4. la Bega Baixa";13;4;134;3,33
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"13. Algirós";"13.5. la Carrasca";13;5;135;3,51
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"14. Benimaclet";"14.1. Benimaclet";14;1;141;3,88
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;3,84
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"15. Rascanya";"15.1. Orriols";15;1;151;6,67
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"15. Rascanya";"15.2. Torrefiel";15;2;152;5,91
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;2,87
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"16. Benicalap";"16.1. Benicalap";16;1;161;4,73
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;6,51
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;5,61
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;3,99
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;5,56
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;5,61
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.5. Mauella";17;5;175;5,61
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;1,88
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;5,53
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;5,23
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;4,42
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;4,19
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;4,02
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;4,48
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.4. el Saler";19;4;194;2,99
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;3,65
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;4,13
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.7. la Torre";19;7;197;5,97
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;5,46
2019;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";;;;;;
