"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2018;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;49,36
2018;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;35,52
2018;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;55,79
2018;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;56,71
2018;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;51,48
2018;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;41,58
2018;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.1. Russafa";2;1;21;56,57
2018;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;39,36
2018;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.3. Gran Via";2;3;23;45,74
2018;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.1. el Botànic";3;1;31;56,35
2018;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.2. la Roqueta";3;2;32;51,74
2018;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.3. la Petxina";3;3;33;56,16
2018;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.4. Arrancapins";3;4;34;51,03
2018;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.1. Campanar";4;1;41;53,51
2018;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.2. les Tendetes";4;2;42;51,81
2018;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.3. el Calvari";4;3;43;54,4
2018;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.4. Sant Pau";4;4;44;66,66
2018;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;53,7
2018;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.2. Morvedre";5;2;52;58,69
2018;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.3. Trinitat";5;3;53;53,27
2018;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.4. Tormos";5;4;54;62,93
2018;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;59,11
2018;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.1. Exposició";6;1;61;47,12
2018;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;54,09
2018;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;45,19
2018;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;52,77
2018;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;57,46
2018;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.2. Soternes";7;2;72;60,28
2018;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;54,35
2018;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;53,67
2018;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.5. la Llum";7;5;75;60,89
2018;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.1. Patraix";8;1;81;58,99
2018;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.2. Sant Isidre";8;2;82;67,85
2018;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.3. Vara de Quart";8;3;83;55,93
2018;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.4. Safranar";8;4;84;66,01
2018;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.5. Favara";8;5;85;66,83
2018;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.1. la Raiosa";9;1;91;59,46
2018;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;60,27
2018;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;62,04
2018;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;57,21
2018;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.5. Camí Real";9;5;95;70,59
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;53,58
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;58,91
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;60,9
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;58,04
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;53,07
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;64,6
2018;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;68,11
2018;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;63,46
2018;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;58,78
2018;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;58,28
2018;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;64,31
2018;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;59,92
2018;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.1. Aiora";12;1;121;63,99
2018;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.2. Albors";12;2;122;58,96
2018;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;63,36
2018;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;60,6
2018;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;66,07
2018;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;60,8
2018;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;55,58
2018;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.3. l'Amistat";13;3;133;53,35
2018;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;58,11
2018;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.5. la Carrasca";13;5;135;59,94
2018;"Percentatge d'ingressos procedents de salaris.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;58,54
2018;"Percentatge d'ingressos procedents de salaris.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;62,34
2018;"Percentatge d'ingressos procedents de salaris.";"15. Rascanya";"15.1. Orriols";15;1;151;57,95
2018;"Percentatge d'ingressos procedents de salaris.";"15. Rascanya";"15.2. Torrefiel";15;2;152;60,65
2018;"Percentatge d'ingressos procedents de salaris.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;71,48
2018;"Percentatge d'ingressos procedents de salaris.";"16. Benicalap";"16.1. Benicalap";16;1;161;65,43
2018;"Percentatge d'ingressos procedents de salaris.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;59,52
