"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2019;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;48,3
2019;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;39,73
2019;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;59,04
2019;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;57,37
2019;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;52,73
2019;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;41,3
2019;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.1. Russafa";2;1;21;56,59
2019;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;40,34
2019;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.3. Gran Via";2;3;23;45,51
2019;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.1. el Botànic";3;1;31;56,33
2019;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.2. la Roqueta";3;2;32;50,65
2019;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.3. la Petxina";3;3;33;56,16
2019;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.4. Arrancapins";3;4;34;51,9
2019;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.1. Campanar";4;1;41;52,72
2019;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.2. les Tendetes";4;2;42;51,51
2019;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.3. el Calvari";4;3;43;54,8
2019;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.4. Sant Pau";4;4;44;67,05
2019;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;54,06
