"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2015;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;52,05
2015;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;38,46
2015;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;59,34
2015;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;58,68
2015;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;52,89
2015;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;40,86
2015;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.1. Russafa";2;1;21;55,5
2015;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;38,14
2015;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.3. Gran Via";2;3;23;46,65
2015;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.1. el Botànic";3;1;31;54,79
2015;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.2. la Roqueta";3;2;32;49,82
2015;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.3. la Petxina";3;3;33;56,21
2015;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.4. Arrancapins";3;4;34;51,93
2015;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.1. Campanar";4;1;41;54,71
2015;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.2. les Tendetes";4;2;42;52,41
2015;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.3. el Calvari";4;3;43;51,32
2015;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.4. Sant Pau";4;4;44;69,56
2015;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;51,61
2015;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.2. Morvedre";5;2;52;57,37
2015;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.3. Trinitat";5;3;53;53,68
2015;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.4. Tormos";5;4;54;60,72
2015;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;58,53
2015;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.1. Exposició";6;1;61;49,56
2015;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;55,32
2015;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;45,49
2015;"Percentatge d'ingressos procedents de salaris.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;52,34
2015;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;55,4
2015;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.2. Soternes";7;2;72;56,89
2015;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;49,93
2015;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;49,62
2015;"Percentatge d'ingressos procedents de salaris.";"7. l'Olivereta";"7.5. la Llum";7;5;75;60,98
2015;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.1. Patraix";8;1;81;58,13
2015;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.2. Sant Isidre";8;2;82;67,33
2015;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.3. Vara de Quart";8;3;83;56,79
2015;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.4. Safranar";8;4;84;66,8
2015;"Percentatge d'ingressos procedents de salaris.";"8. Patraix";"8.5. Favara";8;5;85;65,83
2015;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.1. la Raiosa";9;1;91;57,41
2015;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;60,54
2015;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;61,8
2015;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;56,91
2015;"Percentatge d'ingressos procedents de salaris.";"9. Jesús";"9.5. Camí Real";9;5;95;68,58
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;51,64
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;56,26
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;60,51
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;54,1
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;50,48
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;63,44
2015;"Percentatge d'ingressos procedents de salaris.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;70,3
2015;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;63,79
2015;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;57,12
2015;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;57,5
2015;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;65,74
2015;"Percentatge d'ingressos procedents de salaris.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;55,83
2015;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.1. Aiora";12;1;121;62,59
2015;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.2. Albors";12;2;122;58,29
2015;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;61,78
2015;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;58,36
2015;"Percentatge d'ingressos procedents de salaris.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;67,94
2015;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;59,83
2015;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;57,41
2015;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.3. l'Amistat";13;3;133;53,55
2015;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;58,35
2015;"Percentatge d'ingressos procedents de salaris.";"13. Algirós";"13.5. la Carrasca";13;5;135;63,83
2015;"Percentatge d'ingressos procedents de salaris.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;58,9
2015;"Percentatge d'ingressos procedents de salaris.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;65,06
2015;"Percentatge d'ingressos procedents de salaris.";"15. Rascanya";"15.1. Orriols";15;1;151;54,47
2015;"Percentatge d'ingressos procedents de salaris.";"15. Rascanya";"15.2. Torrefiel";15;2;152;58,38
