"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2015;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;35323,7164398676
2015;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;50509,8614262561
2015;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;27392,7396507115
2015;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;28406,1794275076
2015;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;31054,101817133
2015;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;49807,9217636023
2015;"Renda neta mitjana per llar.";"2. l'Eixample";"2.1. Russafa";2;1;21;31380,978160187
2015;"Renda neta mitjana per llar.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;67334,7883984491
2015;"Renda neta mitjana per llar.";"2. l'Eixample";"2.3. Gran Via";2;3;23;45922,0199791522
2015;"Renda neta mitjana per llar.";"3. Extramurs";"3.1. el Botànic";3;1;31;31644,8661960269
2015;"Renda neta mitjana per llar.";"3. Extramurs";"3.2. la Roqueta";3;2;32;34029,0671811167
2015;"Renda neta mitjana per llar.";"3. Extramurs";"3.3. la Petxina";3;3;33;34338,763931993
2015;"Renda neta mitjana per llar.";"3. Extramurs";"3.4. Arrancapins";3;4;34;36916,7595419847
2015;"Renda neta mitjana per llar.";"4. Campanar";"4.1. Campanar";4;1;41;34850,5111695138
2015;"Renda neta mitjana per llar.";"4. Campanar";"4.2. les Tendetes";4;2;42;27897,9547405384
2015;"Renda neta mitjana per llar.";"4. Campanar";"4.3. el Calvari";4;3;43;20246,433074266
2015;"Renda neta mitjana per llar.";"4. Campanar";"4.4. Sant Pau";4;4;44;41667,40684606
2015;"Renda neta mitjana per llar.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;25195,3862763916
2015;"Renda neta mitjana per llar.";"5. la Saïdia";"5.2. Morvedre";5;2;52;27474,8565284178
2015;"Renda neta mitjana per llar.";"5. la Saïdia";"5.3. Trinitat";5;3;53;29316,6489997402
2015;"Renda neta mitjana per llar.";"5. la Saïdia";"5.4. Tormos";5;4;54;24388,5020075435
2015;"Renda neta mitjana per llar.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;30609,1423757372
2015;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.1. Exposició";6;1;61;57239,6383724474
2015;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;43811,5950014002
2015;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;57192,3071303795
