"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2019;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;43007,1294835007
2019;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;55161,3117770768
2019;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;32622,1421915167
2019;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;33081,6563670412
2019;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;38366,1863107072
2019;"Renda neta mitjana per llar.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;54499,4399217917
2019;"Renda neta mitjana per llar.";"2. l'Eixample";"2.1. Russafa";2;1;21;36937,526117348
2019;"Renda neta mitjana per llar.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;80299,9733009709
2019;"Renda neta mitjana per llar.";"2. l'Eixample";"2.3. Gran Via";2;3;23;53113,5620573356
2019;"Renda neta mitjana per llar.";"3. Extramurs";"3.1. el Botànic";3;1;31;36783,9647286197
2019;"Renda neta mitjana per llar.";"3. Extramurs";"3.2. la Roqueta";3;2;32;37204,5795300497
2019;"Renda neta mitjana per llar.";"3. Extramurs";"3.3. la Petxina";3;3;33;40096,3134067706
2019;"Renda neta mitjana per llar.";"3. Extramurs";"3.4. Arrancapins";3;4;34;41802,1449018478
2019;"Renda neta mitjana per llar.";"4. Campanar";"4.1. Campanar";4;1;41;38698,7485124256
2019;"Renda neta mitjana per llar.";"4. Campanar";"4.2. les Tendetes";4;2;42;31557,7594527836
2019;"Renda neta mitjana per llar.";"4. Campanar";"4.3. el Calvari";4;3;43;23431,2531027467
2019;"Renda neta mitjana per llar.";"4. Campanar";"4.4. Sant Pau";4;4;44;47977,8144639002
2019;"Renda neta mitjana per llar.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;29045,9896267482
2019;"Renda neta mitjana per llar.";"5. la Saïdia";"5.2. Morvedre";5;2;52;31420,2613554061
2019;"Renda neta mitjana per llar.";"5. la Saïdia";"5.3. Trinitat";5;3;53;33249,4082574689
2019;"Renda neta mitjana per llar.";"5. la Saïdia";"5.4. Tormos";5;4;54;28453,7190293742
2019;"Renda neta mitjana per llar.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;35163,185702376
2019;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.1. Exposició";6;1;61;60987,4552014432
2019;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;46151,2577965409
2019;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;64683,5797805643
2019;"Renda neta mitjana per llar.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;50096,6143597335
2019;"Renda neta mitjana per llar.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;29116,5753739931
2019;"Renda neta mitjana per llar.";"7. l'Olivereta";"7.2. Soternes";7;2;72;27998,4723587224
2019;"Renda neta mitjana per llar.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;23697,5067708907
2019;"Renda neta mitjana per llar.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;21764,6890348372
2019;"Renda neta mitjana per llar.";"7. l'Olivereta";"7.5. la Llum";7;5;75;32333,0192848534
2019;"Renda neta mitjana per llar.";"8. Patraix";"8.1. Patraix";8;1;81;33123,2754902759
2019;"Renda neta mitjana per llar.";"8. Patraix";"8.2. Sant Isidre";8;2;82;31388,461585304
2019;"Renda neta mitjana per llar.";"8. Patraix";"8.3. Vara de Quart";8;3;83;33226,1045770568
2019;"Renda neta mitjana per llar.";"8. Patraix";"8.4. Safranar";8;4;84;34831,5614319706
2019;"Renda neta mitjana per llar.";"8. Patraix";"8.5. Favara";8;5;85;30822,4466921815
2019;"Renda neta mitjana per llar.";"9. Jesús";"9.1. la Raiosa";9;1;91;30065,6093851133
