"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2016;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;50,76
2016;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;36,84
2016;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;58,74
2016;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;57,64
2016;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;52,64
2016;"Percentatge d'ingressos procedents de salaris.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;41,31
2016;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.1. Russafa";2;1;21;55,96
2016;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;39,34
2016;"Percentatge d'ingressos procedents de salaris.";"2. l'Eixample";"2.3. Gran Via";2;3;23;46,27
2016;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.1. el Botànic";3;1;31;55,32
2016;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.2. la Roqueta";3;2;32;48,62
2016;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.3. la Petxina";3;3;33;56,72
2016;"Percentatge d'ingressos procedents de salaris.";"3. Extramurs";"3.4. Arrancapins";3;4;34;52,13
2016;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.1. Campanar";4;1;41;55,01
2016;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.2. les Tendetes";4;2;42;52,1
2016;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.3. el Calvari";4;3;43;52,35
2016;"Percentatge d'ingressos procedents de salaris.";"4. Campanar";"4.4. Sant Pau";4;4;44;68,84
2016;"Percentatge d'ingressos procedents de salaris.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;52,24
