"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2018;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;3,28068424803991
2018;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;3,84801808991753
2018;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;3,1312438464063
2018;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;3,15413605119697
2018;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;3,43195008705746
2018;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;3,68102702702703
2018;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.1. Russafa";2;1;21;3,14646589074845
2018;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;3,25939042089985
2018;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.3. Gran Via";2;3;23;2,78494714587738
2018;"Distribució de la renda P80/P20.";"3. Extramurs";"3.1. el Botànic";3;1;31;3,13085501858736
2018;"Distribució de la renda P80/P20.";"3. Extramurs";"3.2. la Roqueta";3;2;32;3,79601990049751
2018;"Distribució de la renda P80/P20.";"3. Extramurs";"3.3. la Petxina";3;3;33;2,97979682454252
2018;"Distribució de la renda P80/P20.";"3. Extramurs";"3.4. Arrancapins";3;4;34;3,11853997682503
2018;"Distribució de la renda P80/P20.";"4. Campanar";"4.1. Campanar";4;1;41;2,80648123852007
2018;"Distribució de la renda P80/P20.";"4. Campanar";"4.2. les Tendetes";4;2;42;3,55516449885233
2018;"Distribució de la renda P80/P20.";"4. Campanar";"4.3. el Calvari";4;3;43;3,25604510336187
2018;"Distribució de la renda P80/P20.";"4. Campanar";"4.4. Sant Pau";4;4;44;2,64861170439983
2018;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;3,11362003780718
2018;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.2. Morvedre";5;2;52;3,09237566789971
2018;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.3. Trinitat";5;3;53;3,01647074021444
2018;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.4. Tormos";5;4;54;3,07408146496068
2018;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;2,8307032231059
2018;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.1. Exposició";6;1;61;2,84447289156626
2018;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;3,14257350920583
2018;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;2,92753125
2018;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,64434880239521
2018;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;2,96923970719238
2018;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.2. Soternes";7;2;72;2,69973179286156
2018;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;3,08726796492427
2018;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;3,45371949426639
2018;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.5. la Llum";7;5;75;2,54796124343964
2018;"Distribució de la renda P80/P20.";"8. Patraix";"8.1. Patraix";8;1;81;2,96107459274078
2018;"Distribució de la renda P80/P20.";"8. Patraix";"8.2. Sant Isidre";8;2;82;2,34217707701637
2018;"Distribució de la renda P80/P20.";"8. Patraix";"8.3. Vara de Quart";8;3;83;2,57193236714976
2018;"Distribució de la renda P80/P20.";"8. Patraix";"8.4. Safranar";8;4;84;2,47370552818829
2018;"Distribució de la renda P80/P20.";"8. Patraix";"8.5. Favara";8;5;85;3,05490634610008
2018;"Distribució de la renda P80/P20.";"9. Jesús";"9.1. la Raiosa";9;1;91;3,19067774434123
2018;"Distribució de la renda P80/P20.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;2,72410535018306
2018;"Distribució de la renda P80/P20.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;2,74925738534356
2018;"Distribució de la renda P80/P20.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;2,61576196220346
2018;"Distribució de la renda P80/P20.";"9. Jesús";"9.5. Camí Real";9;5;95;2,77047068104128
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;3,13151373768792
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;3,26106461332441
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;2,60474705315782
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;2,77483716146726
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;3,48218040233614
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;3,52063679245283
2018;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;2,95010031527658
2018;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;3,04786463401449
2018;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;3,4209298652064
2018;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;2,95613403272528
2018;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;2,93374920432845
2018;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;3,3745476069677
2018;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.1. Aiora";12;1;121;2,83640904845064
2018;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.2. Albors";12;2;122;3,10392111636489
2018;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;2,76250343689854
2018;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;3,21942946990117
2018;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;2,8447233731416
2018;"Distribució de la renda P80/P20.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;2,66613425925926
2018;"Distribució de la renda P80/P20.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;2,84001359850417
2018;"Distribució de la renda P80/P20.";"13. Algirós";"13.3. l'Amistat";13;3;133;3,39616489514507
2018;"Distribució de la renda P80/P20.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;2,74847445387254
2018;"Distribució de la renda P80/P20.";"13. Algirós";"13.5. la Carrasca";13;5;135;2,97520348837209
2018;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;2,89904985031889
2018;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;2,6206372730641
2018;"Distribució de la renda P80/P20.";"15. Rascanya";"15.1. Orriols";15;1;151;3,04913054278972
2018;"Distribució de la renda P80/P20.";"15. Rascanya";"15.2. Torrefiel";15;2;152;2,74372014177839
2018;"Distribució de la renda P80/P20.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;2,4789429994466
2018;"Distribució de la renda P80/P20.";"16. Benicalap";"16.1. Benicalap";16;1;161;2,68618486229443
2018;"Distribució de la renda P80/P20.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;2,75462417734673
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;2,4
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;3,2
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;2,7
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;2,4
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;2,4
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;3
2018;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;2,5
2018;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;2,84654991243433
2018;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;3
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;2,2
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;2,36741223522441
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;2,54041715859898
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;2,8
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;2
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;3
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;3,05471074380165
2018;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;3,4
2018;"Distribució de la renda P80/P20.";;;;;;
