"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2015;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;3,82180948878264
2015;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;4,15721231766613
2015;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;3,66327619663648
2015;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;3,83753781708169
2015;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;3,81023940005769
2015;"Distribució de la renda P80/P20.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;3,73003752345216
2015;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.1. Russafa";2;1;21;3,55281070745698
2015;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;3,23905457798986
2015;"Distribució de la renda P80/P20.";"2. l'Eixample";"2.3. Gran Via";2;3;23;3,02534746351633
2015;"Distribució de la renda P80/P20.";"3. Extramurs";"3.1. el Botànic";3;1;31;3,56959448366442
2015;"Distribució de la renda P80/P20.";"3. Extramurs";"3.2. la Roqueta";3;2;32;3,93812982296868
2015;"Distribució de la renda P80/P20.";"3. Extramurs";"3.3. la Petxina";3;3;33;3,37157603562272
2015;"Distribució de la renda P80/P20.";"3. Extramurs";"3.4. Arrancapins";3;4;34;3,35058160668848
2015;"Distribució de la renda P80/P20.";"4. Campanar";"4.1. Campanar";4;1;41;2,9304073587385
2015;"Distribució de la renda P80/P20.";"4. Campanar";"4.2. les Tendetes";4;2;42;3,55185329691768
2015;"Distribució de la renda P80/P20.";"4. Campanar";"4.3. el Calvari";4;3;43;3,47819516407599
2015;"Distribució de la renda P80/P20.";"4. Campanar";"4.4. Sant Pau";4;4;44;2,89160619099608
2015;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;3,27892514395394
2015;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.2. Morvedre";5;2;52;3,55109062980031
2015;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.3. Trinitat";5;3;53;3,28102104442712
2015;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.4. Tormos";5;4;54;3,30113152451636
2015;"Distribució de la renda P80/P20.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;3,15563395113732
2015;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.1. Exposició";6;1;61;3,14530630905212
2015;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;3,37959955194623
2015;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;3,05878989995236
2015;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,8
2015;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;3,13665271639222
2015;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.2. Soternes";7;2;72;2,90577395577396
2015;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;3,38854229154169
2015;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;3,87349397590361
2015;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.5. la Llum";7;5;75;2,67177926557111
2015;"Distribució de la renda P80/P20.";"8. Patraix";"8.1. Patraix";8;1;81;3,16435655788304
2015;"Distribució de la renda P80/P20.";"8. Patraix";"8.2. Sant Isidre";8;2;82;2,67711321330485
2015;"Distribució de la renda P80/P20.";"8. Patraix";"8.3. Vara de Quart";8;3;83;2,59282934423039
2015;"Distribució de la renda P80/P20.";"8. Patraix";"8.4. Safranar";8;4;84;2,65088534749889
2015;"Distribució de la renda P80/P20.";"8. Patraix";"8.5. Favara";8;5;85;3,24896729776248
2015;"Distribució de la renda P80/P20.";"9. Jesús";"9.1. la Raiosa";9;1;91;3,38565622918055
2015;"Distribució de la renda P80/P20.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;2,83124480342083
2015;"Distribució de la renda P80/P20.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;2,98749168330007
2015;"Distribució de la renda P80/P20.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;2,91254965875522
2015;"Distribució de la renda P80/P20.";"9. Jesús";"9.5. Camí Real";9;5;95;3,00876428960261
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;3,5295508764651
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;3,48932161865338
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;2,717300432741
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;2,83546532518865
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;3,50908392056374
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;3,85084605860504
2015;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;3,1445716903344
2015;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;3,48301805674978
2015;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;2,72634950152384
2015;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;2,80395211418924
2015;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;3,17908840470824
2015;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;3,83046928916494
2015;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.1. Aiora";12;1;121;3,09769262128006
2015;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.2. Albors";12;2;122;3,15176304654443
2015;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;3,17104471489129
2015;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;3,27821355701655
2015;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;3,18995533833319
2015;"Distribució de la renda P80/P20.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;2,73877832738985
2015;"Distribució de la renda P80/P20.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;3,07345590104211
2015;"Distribució de la renda P80/P20.";"13. Algirós";"13.3. l'Amistat";13;3;133;3,45086023034267
2015;"Distribució de la renda P80/P20.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;3,05531537916371
2015;"Distribució de la renda P80/P20.";"13. Algirós";"13.5. la Carrasca";13;5;135;2,9783284457478
2015;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;3,18154779839022
2015;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;2,7522557792692
2015;"Distribució de la renda P80/P20.";"15. Rascanya";"15.1. Orriols";15;1;151;3,21532589171157
2015;"Distribució de la renda P80/P20.";"15. Rascanya";"15.2. Torrefiel";15;2;152;3,09690806489537
