"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.1. la Seu";1;1;11;30,5
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;38,9
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.3. el Carme";1;3;13;21,87
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;20,8
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;28,94
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;38,82
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"2. l'Eixample";"2.1. Russafa";2;1;21;18,1
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;38,37
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"2. l'Eixample";"2.3. Gran Via";2;3;23;32,86
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.1. el Botànic";3;1;31;17,68
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.2. la Roqueta";3;2;32;23,89
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.3. la Petxina";3;3;33;16,69
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"3. Extramurs";"3.4. Arrancapins";3;4;34;20,83
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.1. Campanar";4;1;41;12,18
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.2. les Tendetes";4;2;42;11,14
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.3. el Calvari";4;3;43;5,59
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"4. Campanar";"4.4. Sant Pau";4;4;44;15,82
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"5. la Saïdia";"5.1. Marxalenes";5;1;51;8,83
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"5. la Saïdia";"5.2. Morvedre";5;2;52;11,41
2018;"Percentatge d'ingressos procedents d'altres ingressos (arrendament d'immobles, rendiments d'activitats econòmiques...).";"5. la Saïdia";"5.3. Trinitat";5;3;53;13,03
