"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.1. la Seu";1;1;11;3,79
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;2,1
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.3. el Carme";1;3;13;2,83
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;3,55
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;2,65
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;2,24
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.1. Russafa";2;1;21;3,6
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;1,7
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"2. l'Eixample";"2.3. Gran Via";2;3;23;2,5
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.1. el Botànic";3;1;31;3,38
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.2. la Roqueta";3;2;32;3,65
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.3. la Petxina";3;3;33;3,45
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"3. Extramurs";"3.4. Arrancapins";3;4;34;3,58
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.1. Campanar";4;1;41;4,14
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.2. les Tendetes";4;2;42;4,75
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.3. el Calvari";4;3;43;6,2
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"4. Campanar";"4.4. Sant Pau";4;4;44;3,18
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.1. Marxalenes";5;1;51;4,89
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.2. Morvedre";5;2;52;4,19
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.3. Trinitat";5;3;53;3,85
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.4. Tormos";5;4;54;5,03
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;4,34
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.1. Exposició";6;1;61;2,03
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.2. Mestalla";6;2;62;3,17
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;2,5
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,7
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;4,91
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.2. Soternes";7;2;72;4,06
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;7,24
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;8,79
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"7. l'Olivereta";"7.5. la Llum";7;5;75;5,54
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.1. Patraix";8;1;81;4,15
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.2. Sant Isidre";8;2;82;4,89
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.3. Vara de Quart";8;3;83;4,92
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.4. Safranar";8;4;84;3,84
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"8. Patraix";"8.5. Favara";8;5;85;3,99
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.1. la Raiosa";9;1;91;4,23
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;5,47
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.3. la Creu Coberta";9;3;93;5,29
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;5,55
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"9. Jesús";"9.5. Camí Real";9;5;95;4,7
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;4,72
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.2. en Corts";10;2;102;4,48
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.3. Malilla";10;3;103;4,06
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;5,17
2018;"Percentatge d'ingressos procedents d'altres prestacions (incapacitat, dependència...).";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;7,92
